,name,description,homepage,github_id,image,category,show,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,projectrank_placing,trending,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,updated_github_id
10,labelImg,tzutalin labelImg.,https://github.com/tzutalin/labelImg,tzutalin/labelImg,./screenshots/labelImg.jpeg,目标检测,True,https://github.com/tzutalin/labelImg,MIT,2015-09-17 01:33:59,2021-10-12 07:20:00,2021-10-11 20:15:19,4696,272.0,324.0,15539,2018-12-03 05:40:38,1.8.1,2.0,94.0,24,1,,410.0,,,337.0,337.0,
11,openface,cmusatyalab openface.,https://github.com/cmusatyalab/openface,cmusatyalab/openface,./screenshots/openface.jpeg,人脸检测与识别,True,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2021-04-30 20:32:16,2019-11-26 15:56:28,3421,5.0,369.0,14158,2016-02-25 17:42:46,0.2.1,4.0,30.0,19,2,,734.0,,,,,
12,pytorch-image-models,rwightman pytorch-image-models.,https://github.com/rwightman/pytorch-image-models,rwightman/pytorch-image-models,./screenshots/pytorch-image-models.png,图像分类,True,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12,2021-10-12 22:38:39,2021-10-12 22:37:01,2079,33.0,352.0,13565,2021-10-04 00:02:48,0.1-rsb-weights,27.0,58.0,30,1,,1125.0,644739.0,22232.0,1188.0,1188.0,
13,EasyOCR,JaidedAI EasyOCR.,https://github.com/JaidedAI/EasyOCR,JaidedAI/EasyOCR,./screenshots/EasyOCR.png,OCR文字识别,True,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39,2021-10-08 08:23:45,2021-10-08 08:23:45,1582,112.0,309.0,12787,2021-09-11 09:36:28,1.4.1,15.0,89.0,29,1,1.0,468.0,624199.0,39012.0,569.0,569.0,
14,facenet,davidsandberg facenet.,https://github.com/davidsandberg/facenet,davidsandberg/facenet,./screenshots/facenet.jpeg,人脸检测与识别,True,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2021-08-25 14:54:49,2018-04-16 17:32:11,4534,478.0,615.0,12053,,,,36.0,18,3,,566.0,,,,,
15,the-gan-zoo,hindupuravinash the-gan-zoo.,https://github.com/hindupuravinash/the-gan-zoo,hindupuravinash/the-gan-zoo,./screenshots/the-gan-zoo.jpeg,生成对抗网络GAN,True,https://github.com/hindupuravinash/the-gan-zoo,MIT,2017-04-14 16:45:24,2021-09-08 00:33:03,2018-09-30 20:02:46,2172,14.0,16.0,11106,,,,23.0,18,2,,175.0,,,,,
16,libfacedetection,ShiqiYu libfacedetection.,https://github.com/ShiqiYu/libfacedetection,ShiqiYu/libfacedetection,./screenshots/libfacedetection.png,人脸检测与识别,True,https://github.com/ShiqiYu/libfacedetection,,2015-01-20 07:47:20,2021-10-09 02:51:25,2021-10-09 02:51:25,2842,38.0,244.0,10694,2021-09-24 16:29:39,3.0,2.0,23.0,18,3,3.0,185.0,,,,,
17,PyTorch-GAN,eriklindernoren PyTorch-GAN.,https://github.com/eriklindernoren/PyTorch-GAN,eriklindernoren/PyTorch-GAN,./screenshots/PyTorch-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/PyTorch-GAN,MIT,2018-04-21 13:06:40,2021-10-08 08:20:17,2021-01-06 16:32:26,2879,82.0,45.0,10364,,,,10.0,17,2,1.0,193.0,,,,,
18,nni,microsoft nni.,https://github.com/microsoft/nni,microsoft/nni,./screenshots/nni.png,模型压缩与优化,True,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44,2021-10-13 06:49:50,2021-10-13 06:32:11,1416,201.0,1196.0,10359,2021-08-12 00:36:12,2.4,31.0,151.0,25,1,1.0,2350.0,,,151.0,151.0,
19,deep_learning_object_detection,hoya012 deep_learning_object_detection.,https://github.com/hoya012/deep_learning_object_detection,hoya012/deep_learning_object_detection,./screenshots/deep_learning_object_detection.png,目标检测,True,https://github.com/hoya012/deep_learning_object_detection,,2018-09-18 01:37:58,2021-09-29 01:58:03,2020-09-22 04:31:32,2712,4.0,21.0,10191,,,,8.0,14,3,,141.0,,,,,
20,ganhacks,soumith ganhacks.,https://github.com/soumith/ganhacks,soumith/ganhacks,./screenshots/ganhacks.png,生成对抗网络GAN,True,https://github.com/soumith/ganhacks,,2016-12-09 16:09:27,2020-03-05 00:50:05,2020-03-05 00:50:04,1549,48.0,15.0,9984,,,,3.0,12,3,,6.0,,,,,
21,pix2pix,phillipi pix2pix.,https://github.com/phillipi/pix2pix,phillipi/pix2pix,./screenshots/pix2pix.jpeg,图图转换ImageTranslation,True,https://github.com/phillipi/pix2pix,,2016-11-16 22:48:50,2021-06-06 12:09:47,2020-08-05 01:16:42,1510,77.0,119.0,8654,,,,17.0,13,2,-1.0,130.0,,,,,
22,awesome-semantic-segmentation,awesome-semantic-segmentation.,https://github.com/mrgloom/awesome-semantic-segmentation,mrgloom/awesome-semantic-segmentation,./screenshots/awesome-semantic-segmentation.jpeg,图像分割,True,https://github.com/mrgloom/awesome-semantic-segmentation,,2015-10-03 10:07:34,2021-05-08 13:40:11,2021-03-08 14:36:09,2137,5.0,19.0,8587,,,,16.0,14,3,,417.0,,,,,
23,Keras-GAN,eriklindernoren Keras-GAN.,https://github.com/eriklindernoren/Keras-GAN,eriklindernoren/Keras-GAN,./screenshots/Keras-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/Keras-GAN,MIT,2017-07-11 16:24:53,2021-01-27 15:20:20,2021-01-06 16:32:52,2910,118.0,97.0,8372,,,,16.0,16,2,,185.0,,,,,
24,chineseocr_lite,DayBreak-u chineseocr_lite.,https://github.com/DayBreak-u/chineseocr_lite,DayBreak-u/chineseocr_lite,./screenshots/chineseocr_lite.png,OCR文字识别,True,https://github.com/DayBreak-u/chineseocr_lite,GPL-2.0,2020-02-27 10:01:29,2021-09-29 12:19:35,2021-09-29 12:19:34,1566,196.0,111.0,7943,,,,12.0,14,2,,34.0,,,,,
25,vid2vid,NVIDIA vid2vid.,https://github.com/NVIDIA/vid2vid,NVIDIA/vid2vid,./screenshots/vid2vid.gif,图图转换ImageTranslation,True,https://github.com/NVIDIA/vid2vid,,2018-08-14 23:27:15,2020-01-31 13:18:57,2019-07-03 21:49:56,1124,98.0,62.0,7836,,,,4.0,12,3,,65.0,,,,,
26,facebookresearch-detr,facebookresearch detr.,https://github.com/facebookresearch/detr,facebookresearch/detr,./screenshots/facebookresearch-detr.png,目标检测,True,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52,2021-10-08 08:37:51,2021-10-08 08:37:51,1280,110.0,265.0,7679,2020-06-29 16:41:01,0.2,1.0,23.0,16,3,,42.0,,,,,
27,carla,carla-simulator carla.,https://github.com/carla-simulator/carla,carla-simulator/carla,./screenshots/carla.jpeg,自动驾驶,True,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23,2021-10-12 10:33:24,2021-10-04 09:29:57,1913,439.0,3008.0,6591,2021-08-03 14:09:24,0.9.12,23.0,132.0,24,2,,5332.0,,,91.0,91.0,
28,Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer Ultra-Light-Fast-Generic-Face-Detector-1MB.,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,./screenshots/Ultra-Light-Fast-Generic-Face-Detector-1MB.jpeg,人脸检测与识别,True,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,MIT,2019-10-10 07:40:48,2021-04-26 07:27:55,2021-04-26 07:27:55,1382,105.0,137.0,6079,,,,14.0,15,3,,181.0,,,,,
29,Vision-Transformer,lucidrains vit-pytorch.,https://github.com/lucidrains/vit-pytorch,lucidrains/vit-pytorch,./screenshots/Vision-Transformer.png,图像分类,True,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24,2021-10-06 18:16:52,2021-10-05 16:23:44,823,64.0,75.0,5968,2021-10-05 16:24:00,0.20.8,92.0,11.0,19,2,,,,,44.0,44.0,
30,UGATIT,taki0112 UGATIT.,https://github.com/taki0112/UGATIT,taki0112/UGATIT,./screenshots/UGATIT.png,图图转换ImageTranslation,True,https://github.com/taki0112/UGATIT,MIT,2019-07-26 00:33:54,2021-05-20 03:23:05,2020-01-16 10:15:30,957,47.0,62.0,5950,,,,3.0,13,2,,50.0,,,,,
31,CenterNet,xingyizhou-CenterNet.,https://github.com/xingyizhou/CenterNet,xingyizhou/CenterNet,./screenshots/xingyizhou-CenterNet.jpeg,目标检测,True,https://github.com/xingyizhou/CenterNet,MIT,2019-04-16 18:39:13,2021-09-23 23:16:49,2020-06-22 00:53:44,1620,366.0,541.0,5944,,,,14.0,15,3,,50.0,,,,,
32,srez,david-gpu srez.,https://github.com/david-gpu/srez,david-gpu/srez,./screenshots/srez.jpeg,图像超分辨率,True,https://github.com/david-gpu/srez,MIT,2016-08-26 22:22:09,2017-08-16 10:48:45,2016-10-18 02:29:50,642,17.0,39.0,5256,,,,4.0,13,3,,22.0,,,,,
33,U-2-Net,xuebinqin-U-2-Net.,https://github.com/xuebinqin/U-2-Net,xuebinqin/U-2-Net,./screenshots/xuebinqin-U-2-Net.png,目标检测,True,https://github.com/xuebinqin/U-2-Net,Apache-2.0,2020-05-04 17:10:28,2021-09-08 02:55:35,2021-08-24 12:37:30,819,123.0,99.0,4940,,,,13.0,15,3,,216.0,,,,,
34,PaddleDetection,PaddleDetection.,https://github.com/PaddlePaddle/PaddleDetection,PaddlePaddle/PaddleDetection,./screenshots/PaddleDetection.jpeg,目标检测,True,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14,2021-10-13 05:57:10,2021-09-23 11:33:55,1208,605.0,1832.0,4697,2021-08-17 09:24:50,2.2.0,4.0,65.0,19,3,,,,,6.0,6.0,
35,facebookresearch-mmf,facebookresearch mmf.,https://github.com/facebookresearch/mmf,facebookresearch/mmf,./screenshots/facebookresearch-mmf.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/facebookresearch/mmf,,2018-06-27 04:52:40,2021-10-08 23:50:59,2021-10-08 23:50:57,755,141.0,413.0,4625,2019-08-26 19:04:21,0.3.1,2.0,79.0,17,1,,962.0,,,9.0,9.0,
36,PaddleGAN,PaddlePaddle PaddleGAN.,https://github.com/PaddlePaddle/PaddleGAN,PaddlePaddle/PaddleGAN,./screenshots/PaddleGAN.png,生成对抗网络GAN,True,https://github.com/PaddlePaddle/PaddleGAN,Apache-2.0,2020-06-18 10:56:01,2021-09-30 07:13:00,2021-09-29 10:55:14,633,89.0,38.0,4156,2021-06-02 02:21:40,2.0.0,2.0,34.0,19,1,,224.0,,,,,
37,gans-awesome-applications,nashory gans-awesome-applications.,https://github.com/nashory/gans-awesome-applications,nashory/gans-awesome-applications,./screenshots/gans-awesome-applications.png,生成对抗网络GAN,True,https://github.com/nashory/gans-awesome-applications,,2017-10-12 03:19:02,2021-04-07 22:01:44,2020-10-12 06:53:28,687,11.0,2.0,3812,,,,6.0,11,3,,33.0,,,,,
38,tensorflow-generative-model-collections,hwalsuklee tensorflow-generative-model-collections.,https://github.com/hwalsuklee/tensorflow-generative-model-collections,hwalsuklee/tensorflow-generative-model-collections,./screenshots/tensorflow-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/hwalsuklee/tensorflow-generative-model-collections,Apache-2.0,2017-08-24 14:24:02,2018-07-21 02:09:52,2018-03-23 00:34:56,818,19.0,8.0,3776,,,,6.0,13,3,,76.0,,,,,
39,PandaOCR,miaomiaosoft PandaOCR.,https://github.com/miaomiaosoft/PandaOCR,miaomiaosoft/PandaOCR,./screenshots/PandaOCR.png,OCR文字识别,True,https://github.com/miaomiaosoft/PandaOCR,,2018-05-16 19:56:02,2021-09-30 03:54:24,2021-09-30 03:54:24,543,57.0,199.0,3763,2021-06-25 09:00:46,2.71,59.0,,16,2,,261.0,3394.0,82.0,,,
40,ESRGAN,xinntao ESRGAN.,https://github.com/xinntao/ESRGAN,xinntao/ESRGAN,./screenshots/ESRGAN.png,图像超分辨率,True,https://github.com/xinntao/ESRGAN,Apache-2.0,2018-08-31 08:18:41,2021-08-25 20:48:53,2021-07-27 19:32:01,688,78.0,40.0,3756,,,,,14,2,,61.0,,,,,
41,microsoft-VoTT,microsoft VoTT.,https://github.com/microsoft/VoTT,microsoft/VoTT,./screenshots/microsoft-VoTT.png,目标检测,True,https://github.com/microsoft/VoTT,MIT,2016-12-29 13:32:23,2021-10-12 22:07:05,2021-04-13 15:42:59,705,229.0,242.0,3576,2020-06-02 23:16:17,2.2.0,21.0,21.0,21,2,,555.0,99041.0,1800.0,,,
42,really-awesome-gan,nightrome really-awesome-gan.,https://github.com/nightrome/really-awesome-gan,nightrome/really-awesome-gan,./screenshots/really-awesome-gan.png,生成对抗网络GAN,True,https://github.com/nightrome/really-awesome-gan,,2017-04-03 14:49:43,2021-02-07 11:32:33,2021-02-07 11:32:33,668,,6.0,3336,,,,13.0,11,3,,134.0,,,,,
43,TNN,Tencent TNN.,https://github.com/Tencent/TNN,Tencent/TNN,./screenshots/TNN.png,模型压缩与优化,True,https://github.com/Tencent/TNN,,2020-05-29 07:20:28,2021-10-12 13:04:55,2021-10-12 12:54:32,529,146.0,482.0,3133,2021-04-26 14:23:12,0.3.0,1.0,61.0,17,2,,2285.0,566.0,94.0,,,
44,image-super-resolution,idealo image-super-resolution.,https://github.com/idealo/image-super-resolution,idealo/image-super-resolution,./screenshots/image-super-resolution.jpeg,图像超分辨率,True,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13,2021-09-29 14:32:27,2021-06-02 09:45:13,554,77.0,108.0,3128,2020-01-08 15:35:45,2.2.0,1.0,10.0,19,1,,150.0,,,60.0,60.0,
45,awesome-Face_Recognition,ChanChiChoi awesome-Face_Recognition.,https://github.com/ChanChiChoi/awesome-Face_Recognition,ChanChiChoi/awesome-Face_Recognition,./screenshots/awesome-Face_Recognition.jpeg,人脸检测与识别,True,https://github.com/ChanChiChoi/awesome-Face_Recognition,,2018-11-09 06:16:47,2021-08-31 06:09:51,2021-08-31 06:09:29,759,4.0,,3040,,,,,12,3,,127.0,,,,,
46,TuSimple-simpledet,TuSimple simpledet.,https://github.com/TuSimple/simpledet,TuSimple/simpledet,./screenshots/TuSimple-simpledet.png,目标检测,True,https://github.com/TuSimple/simpledet,Apache-2.0,2019-01-29 08:28:55,2021-09-23 02:57:09,2021-09-23 02:57:09,479,42.0,210.0,2942,,,,18.0,14,3,,139.0,,,,,
47,PaddleSeg,PaddlePaddle PaddleSeg.,https://github.com/PaddlePaddle/PaddleSeg,PaddlePaddle/PaddleSeg,./screenshots/PaddleSeg.gif,图像分割,True,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22,2021-10-13 06:39:04,2021-10-13 06:39:04,588,376.0,324.0,2672,2021-10-11 09:39:49,2.3.0,13.0,57.0,21,1,,,,,307.0,307.0,
48,PocketFlow,Tencent PocketFlow.,https://github.com/Tencent/PocketFlow,Tencent/PocketFlow,./screenshots/PocketFlow.png,模型压缩与优化,True,https://github.com/Tencent/PocketFlow,,2018-10-31 07:45:21,2021-01-15 22:06:42,2019-05-28 02:57:14,494,72.0,202.0,2666,,,,11.0,12,3,,214.0,,,,,
49,srgan,tensorlayer srgan.,https://github.com/tensorlayer/srgan,tensorlayer/srgan,./screenshots/srgan.jpeg,图像超分辨率,True,https://github.com/tensorlayer/srgan,,2017-04-20 17:08:27,2020-12-01 13:48:24,2020-02-25 10:47:53,725,126.0,100.0,2603,2019-07-28 14:45:22,1.4.1,9.0,8.0,14,2,,116.0,4694.0,90.0,,,
50,deep-text-recognition-benchmark,clovaai deep-text-recognition-benchmark.,https://github.com/clovaai/deep-text-recognition-benchmark,clovaai/deep-text-recognition-benchmark,./screenshots/chinese_ocr.jpeg,OCR文字识别,True,https://github.com/clovaai/deep-text-recognition-benchmark,Apache-2.0,2019-04-03 07:24:05,2021-01-25 09:48:52,2020-12-11 03:12:52,811,137.0,145.0,2556,,,,13.0,13,3,,146.0,,,,,
51,CHINESE-OCR,xiaofengShi CHINESE-OCR.,https://github.com/xiaofengShi/CHINESE-OCR,xiaofengShi/CHINESE-OCR,./screenshots/CHINESE-OCR.png,OCR文字识别,True,https://github.com/xiaofengShi/CHINESE-OCR,,2018-04-14 14:32:16,2019-08-13 03:48:30,2019-07-06 08:11:15,918,146.0,20.0,2556,,,,2.0,10,3,,25.0,,,,,
52,openmmlab-mmsegmentation,openmmlab-mmsegmentation.,https://github.com/open-mmlab/mmsegmentation,open-mmlab/mmsegmentation,./screenshots/open-mmlab-mmsegmentation.png,图像分割,True,https://github.com/open-mmlab/mmsegmentation,Apache-2.0,2020-06-14 04:32:33,2021-10-13 04:10:32,2021-10-13 03:35:58,655,120.0,460.0,2441,2021-10-07 09:41:39,0.18.0,13.0,56.0,21,1,,266.0,,,24.0,24.0,
53,BasicSR,xinntao BasicSR.,https://github.com/xinntao/BasicSR,xinntao/BasicSR,./screenshots/BasicSR.png,图像超分辨率,True,https://github.com/xinntao/BasicSR,Apache-2.0,2018-04-19 18:58:00,2021-10-12 11:28:37,2021-10-12 11:28:22,585,166.0,222.0,2437,2021-10-05 11:17:16,1.3.4.4,13.0,14.0,19,1,,438.0,,,35.0,35.0,
54,chinese_ocr,YCG09 chinese_ocr.,https://github.com/YCG09/chinese_ocr,YCG09/chinese_ocr,./screenshots/chinese_ocr.png,OCR文字识别,True,https://github.com/YCG09/chinese_ocr,Apache-2.0,2018-03-16 06:52:08,2019-10-08 03:48:03,2019-10-08 03:48:28,1033,260.0,109.0,2432,,,,,12,3,,13.0,,,,,
55,facenet-pytorch,timesler facenet-pytorch.,https://github.com/timesler/facenet-pytorch,timesler/facenet-pytorch,./screenshots/facenet-pytorch.gif,人脸检测与识别,True,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24,2021-05-23 21:26:30,2021-05-23 21:26:30,517,49.0,89.0,2411,2020-09-07 23:53:20,2.4.1,6.0,14.0,23,1,,234.0,149624.0,6505.0,500.0,500.0,
56,NVlabs-MUNIT,NVlabs MUNIT.,https://github.com/NVlabs/MUNIT,NVlabs/MUNIT,./screenshots/NVlabs-MUNIT.jpeg,图图转换ImageTranslation,True,https://github.com/NVlabs/MUNIT,,2018-03-30 21:56:14,2021-04-21 20:53:31,2021-04-21 20:53:31,453,52.0,40.0,2360,,,1.0,5.0,11,3,,86.0,,,,,
57,PaddlePaddle-PaddleClas,PaddlePaddle PaddleClas.,https://github.com/PaddlePaddle/PaddleClas,PaddlePaddle/PaddleClas,./screenshots/PaddlePaddle-PaddleClas.png,图像分类,True,https://github.com/PaddlePaddle/PaddleClas,Apache-2.0,2020-03-30 04:27:42,2021-10-13 02:26:36,2021-10-12 03:14:31,491,179.0,209.0,2310,2021-08-11 07:10:16,2.2.1,4.0,38.0,18,2,,,,,8.0,8.0,
58,pytorch-generative-model-collections,znxlwm pytorch-generative-model-collections.,https://github.com/znxlwm/pytorch-generative-model-collections,znxlwm/pytorch-generative-model-collections,./screenshots/pytorch-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/znxlwm/pytorch-generative-model-collections,,2017-08-31 03:58:25,2020-04-12 11:55:29,2018-06-12 09:57:00,496,22.0,5.0,2279,,,,2.0,10,3,,87.0,,,,,
59,image-segmentation-keras,divamgupta image-segmentation-keras.,https://github.com/divamgupta/image-segmentation-keras,divamgupta/image-segmentation-keras,./screenshots/image-segmentation-keras.png,图像分割,True,https://github.com/divamgupta/image-segmentation-keras,MIT,2017-03-20 20:48:54,2021-10-10 22:56:32,2021-03-31 20:44:01,914,123.0,173.0,2262,,,1.0,16.0,16,2,,235.0,1224.0,40.0,,,
60,UGATIT-pytorch,znxlwm UGATIT-pytorch.,https://github.com/znxlwm/UGATIT-pytorch,znxlwm/UGATIT-pytorch,./screenshots/UGATIT-pytorch.jpeg,图图转换ImageTranslation,True,https://github.com/znxlwm/UGATIT-pytorch,MIT,2019-07-29 07:44:56,2021-06-03 11:41:49,2019-10-15 02:58:17,442,43.0,22.0,2220,,,,2.0,11,3,,17.0,,,,,
61,captcha_break,ypwhs captcha_break.,https://github.com/ypwhs/captcha_break,ypwhs/captcha_break,./screenshots/captcha_break.png,OCR文字识别,True,https://github.com/ypwhs/captcha_break,MIT,2017-02-21 14:04:20,2020-05-17 04:03:53,2020-01-10 13:03:53,584,44.0,18.0,2198,2019-06-18 13:05:05,2.0,2.0,2.0,12,3,,12.0,417.0,14.0,,,
62,ctrip-OCR,ctripcorp C-OCR.,https://github.com/ctripcorp/C-OCR,ctripcorp/C-OCR,./screenshots/C-OCR.png,OCR文字识别,True,https://github.com/ctripcorp/C-OCR,,2019-04-11 06:07:08,2019-05-08 09:56:50,2019-05-08 09:56:49,546,15.0,2.0,2174,,,,,10,3,,11.0,,,,,
63,captcha_trainer,kerlomz captcha_trainer.,https://github.com/kerlomz/captcha_trainer,kerlomz/captcha_trainer,./screenshots/captcha_trainer.png,OCR文字识别,True,https://github.com/kerlomz/captcha_trainer,Apache-2.0,2018-08-17 06:17:47,2021-05-11 04:23:47,2021-05-11 04:23:39,620,48.0,35.0,2139,2020-04-14 18:17:06,1.0,1.0,4.0,14,2,,196.0,,,,,
64,pixel2style2pixel,eladrich pixel2style2pixel.,https://github.com/eladrich/pixel2style2pixel,eladrich/pixel2style2pixel,./screenshots/pixel2style2pixel.png,图图转换ImageTranslation,True,https://github.com/eladrich/pixel2style2pixel,MIT,2020-10-01 11:01:03,2021-09-26 14:07:15,2021-09-26 14:07:14,307,4.0,194.0,2002,,,,5.0,14,2,,55.0,,,,,
65,awesome-image-classification,weiaicunzai awesome-image-classification.,https://github.com/weiaicunzai/awesome-image-classification,weiaicunzai/awesome-image-classification,./screenshots/awesome-image-classification.png,图像分类,True,https://github.com/weiaicunzai/awesome-image-classification,,2012-05-23 14:07:04,2020-09-17 14:00:53,2020-09-17 14:00:01,493,1.0,,1949,,,,2.0,10,3,,32.0,,,,,
66,ObjectDetection-OneStageDet,Tencent ObjectDetection-OneStageDet.,https://github.com/Tencent/ObjectDetection-OneStageDet,Tencent/ObjectDetection-OneStageDet,./screenshots/ObjectDetection-OneStageDet.png,目标检测,True,https://github.com/Tencent/ObjectDetection-OneStageDet,,2018-12-19 04:01:16,2020-06-03 07:39:32,2020-06-03 07:39:31,495,49.0,53.0,1925,,,,2.0,9,3,,3.0,,,,,
67,AutonomousDrivingCookbook,microsoft AutonomousDrivingCookbook.,https://github.com/microsoft/AutonomousDrivingCookbook,microsoft/AutonomousDrivingCookbook,./screenshots/AutonomousDrivingCookbook.jpeg,自动驾驶,True,https://github.com/microsoft/AutonomousDrivingCookbook,MIT,2017-11-30 20:51:02,2019-03-15 04:17:31,2018-08-24 17:12:26,471,29.0,85.0,1907,,,,5.0,13,3,,46.0,,,,,
