,name,description,homepage,github_id,image,category,show,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,projectrank_placing,commit_count,github_release_downloads,monthly_downloads,trending,updated_github_id
10,pytorch-CycleGAN-and-pix2pix,junyanz pytorch-CycleGAN-and-pix2pix.,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,junyanz/pytorch-CycleGAN-and-pix2pix,./screenshots/pytorch-CycleGAN-and-pix2pix.png,图图转换ImageTranslation,True,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,,2017-04-18 10:33:05,2022-11-14 02:27:24,2022-10-25 21:18:54,5353,434.0,921.0,18762,,,,,,68.0,16,1,521.0,,,,
11,labelImg,tzutalin labelImg.,https://github.com/tzutalin/labelImg,tzutalin/labelImg,./screenshots/labelImg.jpeg,目标检测,True,https://github.com/heartexlabs/labelImg,MIT,2015-09-17 01:33:59,2022-11-15 16:00:13,2022-09-22 22:12:32,5444,362.0,352.0,18753,2018-12-03 05:40:38,1.8.1,2.0,655.0,655.0,109.0,24,1,449.0,,,,heartexlabs/labelImg
12,EasyOCR,JaidedAI EasyOCR.,https://github.com/JaidedAI/EasyOCR,JaidedAI/EasyOCR,./screenshots/EasyOCR.png,OCR文字识别,True,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39,2022-11-18 02:33:38,2022-11-18 02:33:38,2283,131.0,547.0,16343,2022-09-15 11:34:18,1.6.2,20.0,1770.0,1770.0,110.0,31,1,559.0,2657533.0,91639.0,,
13,openface,cmusatyalab openface.,https://github.com/cmusatyalab/openface,cmusatyalab/openface,./screenshots/openface.jpeg,人脸检测与识别,True,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2022-11-04 19:08:42,2019-11-26 15:56:28,3453,9.0,369.0,14555,2016-02-25 17:42:46,0.2.1,4.0,,,30.0,20,2,734.0,,,,
14,PyTorch-GAN,eriklindernoren PyTorch-GAN.,https://github.com/eriklindernoren/PyTorch-GAN,eriklindernoren/PyTorch-GAN,./screenshots/PyTorch-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/PyTorch-GAN,MIT,2018-04-21 13:06:40,2022-10-24 12:28:43,2021-01-06 16:32:26,3559,98.0,47.0,13237,,,,,,10.0,17,2,193.0,,,,
15,facenet,davidsandberg facenet.,https://github.com/davidsandberg/facenet,davidsandberg/facenet,./screenshots/facenet.jpeg,人脸检测与识别,True,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2022-10-18 01:35:27,2018-04-16 17:32:11,4637,490.0,615.0,12778,,,,,,36.0,18,3,566.0,,,,
16,the-gan-zoo,hindupuravinash the-gan-zoo.,https://github.com/hindupuravinash/the-gan-zoo,hindupuravinash/the-gan-zoo,./screenshots/the-gan-zoo.jpeg,生成对抗网络GAN,True,https://github.com/hindupuravinash/the-gan-zoo,MIT,2017-04-14 16:45:24,2022-11-04 06:14:41,2018-09-30 20:02:46,2381,16.0,16.0,12750,,,,,,23.0,18,1,175.0,,,,
17,nni,microsoft nni.,https://github.com/microsoft/nni,microsoft/nni,./screenshots/nni.png,模型压缩与优化,True,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44,2022-11-21 10:48:18,2022-11-21 02:41:15,1667,247.0,1524.0,12240,2022-11-14 10:58:33,2.10,38.0,311.0,311.0,184.0,26,1,2838.0,,,,
18,Vision-Transformer,lucidrains vit-pytorch.,https://github.com/lucidrains/vit-pytorch,lucidrains/vit-pytorch,./screenshots/Vision-Transformer.png,图像分类,True,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24,2022-10-29 18:44:21,2022-10-29 18:44:17,1993,97.0,108.0,12181,2022-10-29 18:34:40,0.38.1,100.0,159.0,159.0,17.0,21,2,,,,,
19,libfacedetection,ShiqiYu libfacedetection.,https://github.com/ShiqiYu/libfacedetection,ShiqiYu/libfacedetection,./screenshots/libfacedetection.png,人脸检测与识别,True,https://github.com/ShiqiYu/libfacedetection,,2015-01-20 07:47:20,2022-10-08 06:36:47,2022-10-08 06:36:47,2920,41.0,263.0,11319,2021-09-24 16:29:39,3.0,2.0,,,23.0,17,3,197.0,,,,
20,deep_learning_object_detection,hoya012 deep_learning_object_detection.,https://github.com/hoya012/deep_learning_object_detection,hoya012/deep_learning_object_detection,./screenshots/deep_learning_object_detection.png,目标检测,True,https://github.com/hoya012/deep_learning_object_detection,,2018-09-18 01:37:58,2022-10-19 08:10:29,2021-11-17 07:19:22,2771,4.0,23.0,10858,,,,,,9.0,14,3,144.0,,,,
21,ganhacks,soumith ganhacks.,https://github.com/soumith/ganhacks,soumith/ganhacks,./screenshots/ganhacks.png,生成对抗网络GAN,True,https://github.com/soumith/ganhacks,,2016-12-09 16:09:27,2022-01-09 06:29:17,2020-03-05 00:50:04,1623,51.0,15.0,10737,,,,,,3.0,12,3,6.0,,,,
22,facebookresearch-detr,facebookresearch detr.,https://github.com/facebookresearch/detr,facebookresearch/detr,./screenshots/facebookresearch-detr.png,目标检测,True,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52,2022-11-16 03:09:30,2022-03-07 12:59:53,1765,183.0,280.0,10095,2020-06-29 16:41:01,0.2,1.0,,,25.0,17,3,42.0,,,,
23,chineseocr_lite,DayBreak-u chineseocr_lite.,https://github.com/DayBreak-u/chineseocr_lite,DayBreak-u/chineseocr_lite,./screenshots/chineseocr_lite.png,OCR文字识别,True,https://github.com/DayBreak-u/chineseocr_lite,GPL-2.0,2020-02-27 10:01:29,2022-07-25 11:12:32,2022-07-14 07:30:40,1963,220.0,119.0,9747,,,,,,13.0,14,2,34.0,,,,
24,awesome-semantic-segmentation,awesome-semantic-segmentation.,https://github.com/mrgloom/awesome-semantic-segmentation,mrgloom/awesome-semantic-segmentation,./screenshots/awesome-semantic-segmentation.jpeg,图像分割,True,https://github.com/mrgloom/awesome-semantic-segmentation,,2015-10-03 10:07:34,2021-05-08 13:40:11,2021-03-08 14:36:09,2313,6.0,19.0,9630,,,,,,16.0,14,3,417.0,,,,
25,pix2pix,phillipi pix2pix.,https://github.com/phillipi/pix2pix,phillipi/pix2pix,./screenshots/pix2pix.jpeg,图图转换ImageTranslation,True,https://github.com/phillipi/pix2pix,,2016-11-16 22:48:50,2021-06-06 12:09:47,2020-08-05 01:16:42,1599,80.0,119.0,9211,,,,,,17.0,13,2,130.0,,,,
26,PaddleDetection,PaddleDetection.,https://github.com/PaddlePaddle/PaddleDetection,PaddlePaddle/PaddleDetection,./screenshots/PaddleDetection.jpeg,目标检测,True,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14,2022-11-21 10:58:03,2022-11-21 09:55:43,2281,859.0,3357.0,9087,2022-09-13 06:36:24,2.5.0,7.0,41.0,41.0,120.0,21,3,,,,,
27,Keras-GAN,eriklindernoren Keras-GAN.,https://github.com/eriklindernoren/Keras-GAN,eriklindernoren/Keras-GAN,./screenshots/Keras-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/Keras-GAN,MIT,2017-07-11 16:24:53,2022-09-27 06:58:55,2021-01-06 16:32:52,3041,120.0,100.0,8830,,,,,,16.0,17,2,185.0,,,,
28,carla,carla-simulator carla.,https://github.com/carla-simulator/carla,carla-simulator/carla,./screenshots/carla.jpeg,自动驾驶,True,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23,2022-11-21 11:55:38,2022-10-20 14:27:17,2503,727.0,3384.0,8528,2021-11-16 19:51:12,0.9.13,24.0,291.0,291.0,139.0,23,2,5440.0,,,,
29,vid2vid,NVIDIA vid2vid.,https://github.com/NVIDIA/vid2vid,NVIDIA/vid2vid,./screenshots/vid2vid.gif,图图转换ImageTranslation,True,https://github.com/NVIDIA/vid2vid,,2018-08-14 23:27:15,2022-05-17 05:09:30,2019-07-03 21:49:56,1154,97.0,65.0,8089,,,,,,4.0,12,3,65.0,,,,
30,CenterNet,xingyizhou-CenterNet.,https://github.com/xingyizhou/CenterNet,xingyizhou/CenterNet,./screenshots/xingyizhou-CenterNet.jpeg,目标检测,True,https://github.com/xingyizhou/CenterNet,MIT,2019-04-16 18:39:13,2022-11-11 04:54:53,2022-11-11 04:54:48,1805,417.0,558.0,6661,,,,,,15.0,15,3,51.0,,,,
31,Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer Ultra-Light-Fast-Generic-Face-Detector-1MB.,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,./screenshots/Ultra-Light-Fast-Generic-Face-Detector-1MB.jpeg,人脸检测与识别,True,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,MIT,2019-10-10 07:40:48,2022-02-10 06:24:50,2022-02-10 06:24:50,1464,113.0,140.0,6545,,,,,,16.0,15,3,189.0,,,,
32,U-2-Net,xuebinqin-U-2-Net.,https://github.com/xuebinqin/U-2-Net,xuebinqin/U-2-Net,./screenshots/xuebinqin-U-2-Net.png,目标检测,True,https://github.com/xuebinqin/U-2-Net,Apache-2.0,2020-05-04 17:10:28,2022-08-25 06:09:59,2022-08-25 06:09:58,1111,188.0,110.0,6406,,,,,,13.0,15,3,280.0,,,,
33,PaddleGAN,PaddlePaddle PaddleGAN.,https://github.com/PaddlePaddle/PaddleGAN,PaddlePaddle/PaddleGAN,./screenshots/PaddleGAN.png,生成对抗网络GAN,True,https://github.com/PaddlePaddle/PaddleGAN,Apache-2.0,2020-06-18 10:56:01,2022-11-11 02:50:21,2022-11-11 02:50:21,1040,199.0,66.0,6246,2022-01-04 07:14:10,2.1.0,3.0,,,49.0,18,1,224.0,,,,
34,UGATIT,taki0112 UGATIT.,https://github.com/taki0112/UGATIT,taki0112/UGATIT,./screenshots/UGATIT.png,图图转换ImageTranslation,True,https://github.com/taki0112/UGATIT,MIT,2019-07-26 00:33:54,2021-05-20 03:23:05,2020-01-16 10:15:30,988,51.0,62.0,6135,,,,,,3.0,13,2,50.0,,,,
35,PaddleSeg,PaddlePaddle PaddleSeg.,https://github.com/PaddlePaddle/PaddleSeg,PaddlePaddle/PaddleSeg,./screenshots/PaddleSeg.gif,图像分割,True,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22,2022-11-21 12:16:30,2022-11-21 07:39:58,1259,652.0,777.0,6020,2022-07-20 13:00:13,2.6.0,16.0,724.0,724.0,84.0,22,2,,,,,
36,srez,david-gpu srez.,https://github.com/david-gpu/srez,david-gpu/srez,./screenshots/srez.jpeg,图像超分辨率,True,https://github.com/david-gpu/srez,MIT,2016-08-26 22:22:09,2017-08-16 10:48:45,2016-10-18 02:29:50,653,,,5295,,,,,,4.0,13,3,22.0,,,,
37,facebookresearch-mmf,facebookresearch mmf.,https://github.com/facebookresearch/mmf,facebookresearch/mmf,./screenshots/facebookresearch-mmf.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/facebookresearch/mmf,,2018-06-27 04:52:40,2022-11-15 23:40:32,2022-10-19 19:42:35,851,199.0,432.0,5074,2019-08-26 19:04:21,0.3.1,2.0,13.0,13.0,106.0,16,1,,,,,
38,openmmlab-mmsegmentation,openmmlab-mmsegmentation.,https://github.com/open-mmlab/mmsegmentation,open-mmlab/mmsegmentation,./screenshots/open-mmlab-mmsegmentation.png,图像分割,True,https://github.com/open-mmlab/mmsegmentation,Apache-2.0,2020-06-14 04:32:33,2022-11-21 12:15:21,2022-11-15 08:54:00,1494,197.0,1232.0,4790,2022-11-03 08:31:50,0.29.1,32.0,241.0,241.0,125.0,24,1,564.0,,,3.0,
39,ESRGAN,xinntao ESRGAN.,https://github.com/xinntao/ESRGAN,xinntao/ESRGAN,./screenshots/ESRGAN.png,图像超分辨率,True,https://github.com/xinntao/ESRGAN,Apache-2.0,2018-08-31 08:18:41,2022-10-19 02:33:55,2021-07-27 19:32:01,819,80.0,41.0,4649,,,,,,,14,2,61.0,,,,
40,PandaOCR,miaomiaosoft PandaOCR.,https://github.com/miaomiaosoft/PandaOCR,miaomiaosoft/PandaOCR,./screenshots/PandaOCR.png,OCR文字识别,True,https://github.com/miaomiaosoft/PandaOCR,,2018-05-16 19:56:02,2022-08-28 13:23:42,2022-08-28 13:23:42,636,59.0,206.0,4634,2022-03-16 06:18:51,2.72,60.0,,,,14,2,272.0,7586.0,140.0,-2.0,
41,PaddlePaddle-PaddleClas,PaddlePaddle PaddleClas.,https://github.com/PaddlePaddle/PaddleClas,PaddlePaddle/PaddleClas,./screenshots/PaddlePaddle-PaddleClas.png,图像分类,True,https://github.com/PaddlePaddle/PaddleClas,Apache-2.0,2020-03-30 04:27:42,2022-11-21 06:47:25,2022-11-18 05:19:38,955,99.0,632.0,4564,2022-11-14 07:30:09,2.5.0,8.0,12.0,12.0,65.0,19,2,,3.0,0.0,,
42,gans-awesome-applications,nashory gans-awesome-applications.,https://github.com/nashory/gans-awesome-applications,nashory/gans-awesome-applications,./screenshots/gans-awesome-applications.png,生成对抗网络GAN,True,https://github.com/nashory/gans-awesome-applications,,2017-10-12 03:19:02,2022-10-02 15:14:39,2020-10-12 06:53:28,754,11.0,2.0,4411,,,,,,6.0,12,3,33.0,,,,
43,BasicSR,xinntao BasicSR.,https://github.com/xinntao/BasicSR,xinntao/BasicSR,./screenshots/BasicSR.png,图像超分辨率,True,https://github.com/XPixelGroup/BasicSR,Apache-2.0,2018-04-19 18:58:00,2022-11-06 07:24:04,2022-11-06 07:24:04,833,215.0,243.0,4074,2022-08-31 09:43:33,1.4.2,18.0,527.0,527.0,18.0,22,1,513.0,,,3.0,XPixelGroup/BasicSR
44,microsoft-VoTT,microsoft VoTT.,https://github.com/microsoft/VoTT,microsoft/VoTT,./screenshots/microsoft-VoTT.png,目标检测,True,https://github.com/microsoft/VoTT,MIT,2016-12-29 13:32:23,2021-12-06 21:10:56,2021-12-06 21:10:56,784,233.0,241.0,3930,2020-06-02 23:16:17,2.2.0,21.0,,,21.0,20,3,556.0,132623.0,1950.0,,
45,image-super-resolution,idealo image-super-resolution.,https://github.com/idealo/image-super-resolution,idealo/image-super-resolution,./screenshots/image-super-resolution.jpeg,图像超分辨率,True,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13,2022-01-23 11:27:35,2021-06-02 09:45:13,641,93.0,110.0,3926,2020-01-08 15:35:45,2.2.0,1.0,99.0,99.0,10.0,18,2,150.0,,,,
46,tensorflow-generative-model-collections,hwalsuklee tensorflow-generative-model-collections.,https://github.com/hwalsuklee/tensorflow-generative-model-collections,hwalsuklee/tensorflow-generative-model-collections,./screenshots/tensorflow-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/hwalsuklee/tensorflow-generative-model-collections,Apache-2.0,2017-08-24 14:24:02,2022-08-08 09:39:51,2018-03-23 00:34:56,833,19.0,8.0,3822,,,,,,6.0,13,3,76.0,,,,
47,awesome-Face_Recognition,ChanChiChoi awesome-Face_Recognition.,https://github.com/ChanChiChoi/awesome-Face_Recognition,ChanChiChoi/awesome-Face_Recognition,./screenshots/awesome-Face_Recognition.jpeg,人脸检测与识别,True,https://github.com/ChanChiChoi/awesome-Face_Recognition,,2018-11-09 06:16:47,2022-10-12 06:25:17,2022-10-12 06:24:28,879,5.0,1.0,3780,,,,,,4.0,13,3,151.0,,,,
48,TNN,Tencent TNN.,https://github.com/Tencent/TNN,Tencent/TNN,./screenshots/TNN.png,模型压缩与优化,True,https://github.com/Tencent/TNN,,2020-05-29 07:20:28,2022-11-21 10:16:00,2022-11-21 04:31:17,668,241.0,613.0,3752,2021-04-26 14:23:12,0.3.0,1.0,,,77.0,17,2,2463.0,2182.0,114.0,,
49,really-awesome-gan,nightrome really-awesome-gan.,https://github.com/nightrome/really-awesome-gan,nightrome/really-awesome-gan,./screenshots/really-awesome-gan.png,生成对抗网络GAN,True,https://github.com/nightrome/really-awesome-gan,,2017-04-03 14:49:43,2022-09-19 11:42:25,2022-09-19 11:42:25,676,,7.0,3538,,,,,,15.0,12,3,137.0,,,,
50,facenet-pytorch,timesler facenet-pytorch.,https://github.com/timesler/facenet-pytorch,timesler/facenet-pytorch,./screenshots/facenet-pytorch.gif,人脸检测与识别,True,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24,2022-07-20 00:52:45,2021-12-13 12:07:11,685,63.0,93.0,3193,2020-09-07 23:53:20,2.4.1,6.0,912.0,912.0,14.0,25,1,235.0,483111.0,13419.0,,
51,deep-text-recognition-benchmark,clovaai deep-text-recognition-benchmark.,https://github.com/clovaai/deep-text-recognition-benchmark,clovaai/deep-text-recognition-benchmark,./screenshots/chinese_ocr.jpeg,OCR文字识别,True,https://github.com/clovaai/deep-text-recognition-benchmark,Apache-2.0,2019-04-03 07:24:05,2022-05-11 01:17:44,2020-12-11 03:12:52,960,182.0,154.0,3104,,,,,,13.0,13,3,146.0,,,,
52,TuSimple-simpledet,TuSimple simpledet.,https://github.com/TuSimple/simpledet,TuSimple/simpledet,./screenshots/TuSimple-simpledet.png,目标检测,True,https://github.com/tusen-ai/simpledet,Apache-2.0,2019-01-29 08:28:55,2021-09-23 02:57:09,2021-09-23 02:57:09,473,43.0,213.0,3029,,,,,,18.0,13,3,139.0,,,,tusen-ai/simpledet
53,srgan,tensorlayer srgan.,https://github.com/tensorlayer/srgan,tensorlayer/srgan,./screenshots/srgan.jpeg,图像超分辨率,True,https://github.com/tensorlayer/srgan,,2017-04-20 17:08:27,2022-07-27 09:13:31,2022-07-27 09:13:31,772,131.0,103.0,2850,2019-07-28 14:45:22,1.4.1,9.0,,,9.0,14,2,130.0,4816.0,74.0,,
54,pixel2style2pixel,eladrich pixel2style2pixel.,https://github.com/eladrich/pixel2style2pixel,eladrich/pixel2style2pixel,./screenshots/pixel2style2pixel.png,图图转换ImageTranslation,True,https://github.com/eladrich/pixel2style2pixel,MIT,2020-10-01 11:01:03,2022-10-01 11:23:39,2022-10-01 11:23:39,479,6.0,283.0,2769,,,,,,5.0,14,2,58.0,,,,
55,CHINESE-OCR,xiaofengShi CHINESE-OCR.,https://github.com/xiaofengShi/CHINESE-OCR,xiaofengShi/CHINESE-OCR,./screenshots/CHINESE-OCR.png,OCR文字识别,True,https://github.com/xiaofengShi/CHINESE-OCR,,2018-04-14 14:32:16,2019-08-13 03:48:30,2019-07-06 08:11:15,940,149.0,20.0,2731,,,,,,2.0,10,3,25.0,,,,
56,PocketFlow,Tencent PocketFlow.,https://github.com/Tencent/PocketFlow,Tencent/PocketFlow,./screenshots/PocketFlow.png,模型压缩与优化,True,https://github.com/Tencent/PocketFlow,,2018-10-31 07:45:21,2021-01-15 22:06:42,2019-05-28 02:57:14,493,72.0,202.0,2728,,,,,,11.0,12,3,214.0,,,,
57,open-mmlab-mmtracking,PaddleDetection.,https://github.com/open-mmlab/mmtracking,open-mmlab/mmtracking,./screenshots/open-mmlab-mmtracking.gif,目标检测,True,https://github.com/open-mmlab/mmtracking,Apache-2.0,2020-08-29 06:16:56,2022-11-19 02:07:05,2022-11-04 01:58:21,436,156.0,186.0,2647,2022-10-11 09:03:37,1.0.0rc1,15.0,222.0,222.0,36.0,22,2,305.0,,,,
58,image-segmentation-keras,divamgupta image-segmentation-keras.,https://github.com/divamgupta/image-segmentation-keras,divamgupta/image-segmentation-keras,./screenshots/image-segmentation-keras.png,图像分割,True,https://github.com/divamgupta/image-segmentation-keras,MIT,2017-03-20 20:48:54,2022-11-15 17:31:46,2022-09-19 14:47:05,1066,142.0,194.0,2602,,,1.0,,,20.0,16,2,254.0,1364.0,31.0,,
59,chinese_ocr,YCG09 chinese_ocr.,https://github.com/YCG09/chinese_ocr,YCG09/chinese_ocr,./screenshots/chinese_ocr.png,OCR文字识别,True,https://github.com/YCG09/chinese_ocr,Apache-2.0,2018-03-16 06:52:08,2019-10-08 03:48:03,2019-10-08 03:48:28,1059,260.0,110.0,2575,,,,,,,12,3,13.0,,,,
60,captcha_trainer,kerlomz captcha_trainer.,https://github.com/kerlomz/captcha_trainer,kerlomz/captcha_trainer,./screenshots/captcha_trainer.png,OCR文字识别,True,https://github.com/kerlomz/captcha_trainer,Apache-2.0,2018-08-17 06:17:47,2022-10-24 21:17:36,2022-10-24 21:17:32,733,56.0,37.0,2527,,,,,,4.0,15,2,204.0,,,,
61,NVlabs-MUNIT,NVlabs MUNIT.,https://github.com/NVlabs/MUNIT,NVlabs/MUNIT,./screenshots/NVlabs-MUNIT.jpeg,图图转换ImageTranslation,True,https://github.com/NVlabs/MUNIT,,2018-03-30 21:56:14,2022-09-20 12:23:52,2021-11-11 23:45:33,469,57.0,42.0,2509,,,1.0,,,5.0,12,3,87.0,,,,
62,captcha_break,ypwhs captcha_break.,https://github.com/ypwhs/captcha_break,ypwhs/captcha_break,./screenshots/captcha_break.png,OCR文字识别,True,https://github.com/ypwhs/captcha_break,MIT,2017-02-21 14:04:20,2022-02-25 08:48:08,2020-01-10 13:03:53,637,49.0,18.0,2454,2019-06-18 13:05:05,2.0,2.0,,,2.0,12,3,12.0,571.0,13.0,,
63,pytorch-generative-model-collections,znxlwm pytorch-generative-model-collections.,https://github.com/znxlwm/pytorch-generative-model-collections,znxlwm/pytorch-generative-model-collections,./screenshots/pytorch-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/znxlwm/pytorch-generative-model-collections,,2017-08-31 03:58:25,2020-04-12 11:55:29,2018-06-12 09:57:00,515,24.0,5.0,2415,,,,,,2.0,10,3,87.0,,,,
64,UGATIT-pytorch,znxlwm UGATIT-pytorch.,https://github.com/znxlwm/UGATIT-pytorch,znxlwm/UGATIT-pytorch,./screenshots/UGATIT-pytorch.jpeg,图图转换ImageTranslation,True,https://github.com/znxlwm/UGATIT-pytorch,MIT,2019-07-29 07:44:56,2022-03-16 15:36:16,2019-10-15 02:58:17,467,48.0,22.0,2396,,,,,,2.0,11,3,17.0,,,,
65,awesome-image-classification,weiaicunzai awesome-image-classification.,https://github.com/weiaicunzai/awesome-image-classification,weiaicunzai/awesome-image-classification,./screenshots/awesome-image-classification.png,图像分类,True,https://github.com/weiaicunzai/awesome-image-classification,,2012-05-23 14:07:04,2022-04-20 15:52:51,2022-04-20 09:49:35,558,1.0,,2361,,,,,,2.0,10,3,57.0,,,,
66,ctrip-OCR,ctripcorp C-OCR.,https://github.com/ctripcorp/C-OCR,ctripcorp/C-OCR,./screenshots/C-OCR.png,OCR文字识别,True,https://github.com/ctripcorp/C-OCR,,2019-04-11 06:07:08,2019-05-08 09:56:50,2019-05-08 09:56:49,586,15.0,2.0,2249,,,,,,,10,3,11.0,,,,
67,AutonomousDrivingCookbook,microsoft AutonomousDrivingCookbook.,https://github.com/microsoft/AutonomousDrivingCookbook,microsoft/AutonomousDrivingCookbook,./screenshots/AutonomousDrivingCookbook.jpeg,自动驾驶,True,https://github.com/microsoft/AutonomousDrivingCookbook,MIT,2017-11-30 20:51:02,2019-03-15 04:17:31,2018-08-24 17:12:26,514,31.0,87.0,2054,,,,,,5.0,13,3,46.0,,,,
